"","qseqid","sseqid","stitle","evalue","bitscore","pident","qcovs","qcovhsp","query","superkingdom","phylum","class","order","family","genus","species"
"301","ASV414","gi|1847765740|gb|MT551184.1|","Acinetobacter sp. strain AAUGM-4 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"472","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter sp."
"302","ASV416","gi|1801968436|gb|MN989156.1|","Sphingomonas sp. strain B2K049 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"28214","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp."
"303","ASV417","gi|1851781491|gb|MT585912.1|","Variovorax sp. strain 2722 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1871043","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax","Variovorax sp."
"304","ASV419","gi|2505671963|emb|OX608076.1|","Eupeodes luniger genome assembly, chromosome: 4",1.69e-112,420,95.203,99,93,"1124559","Eukaryota","Arthropoda","Insecta","Diptera","Syrphidae","Eupeodes","Eupeodes luniger"
"305","ASV42","gi|1050244000|gb|KU571831.1|","Uncultured bacterium clone denovo101267 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"306","ASV420","gi|2155906861|emb|OV049927.1|","Eupeodes latifasciatus genome assembly, chromosome: X",0,900,100,100,100,"1124558","Eukaryota","Arthropoda","Insecta","Diptera","Syrphidae","Eupeodes","Eupeodes latifasciatus"
"307","ASV421","gi|1475721464|gb|MH879998.1|","Uncultured bacterium clone ASV132 16S ribosomal RNA gene, partial sequence",1.46e-122,453,99.203,99,99,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"308","ASV422","gi|1578791340|gb|MK544604.1|","Uncultured bacterium clone OTU_105 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"309","ASV425","gi|1605039408|gb|MK726474.1|","Uncultured bacterium clone OTU_107 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"310","ASV426","gi|643391158|gb|KF070916.1|","Uncultured bacterium clone ncd251f04c1 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"311","ASV427","gi|697273963|emb|LN545928.1|","Uncultured bacterium partial 16S rRNA gene, isolate Mineral.top.2.1.6_204036",3.18e-119,442,98.031,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"312","ASV428","gi|1847966103|gb|MT556426.1|","Curtobacterium sp. strain B4863F 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1869344","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Curtobacterium","Curtobacterium sp."
"313","ASV429","gi|1800440842|dbj|LC519864.1|","Lactobacillus ozensis JCM 17196 gene for 16S rRNA, partial sequence",5.26e-122,451,98.814,100,100,"866801","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Apilactobacillus","Apilactobacillus ozensis"
"314","ASV43","gi|1050244000|gb|KU571831.1|","Uncultured bacterium clone denovo101267 16S ribosomal RNA gene, partial sequence",1.13e-123,457,99.209,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"315","ASV430","gi|1111653231|gb|KY297256.1|","Uncultured bacterium clone denovo104829 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"316","ASV431","gi|1784812853|gb|MN729584.1|","Chrysosplenium flagelliferum chloroplast, complete genome",1.57e-82,320,89.494,100,100,"61246","Eukaryota","Streptophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Chrysosplenium","Chrysosplenium flagelliferum"
"317","ASV432","gi|1846419848|gb|MT533960.1|","Glutamicibacter sp. strain S_C_o-B10 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1931995","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Glutamicibacter","Glutamicibacter sp."
"318","ASV433","gi|1782942168|dbj|AB835504.1|","Limnohabitans sp. Se3Pw_3627 gene for 16S rRNA, partial sequence",5.23e-127,468,100,100,100,"1364184","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans","Limnohabitans sp. Se3Pw_3627"
"319","ASV434","gi|1841183609|gb|MN661341.1|","Cladosporium cladosporioides strain YFCC 8621 mitochondrion, complete genome",2.05e-126,466,98.127,98,98,"29917","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium","Cladosporium cladosporioides"
"320","ASV435","gi|1388708664|gb|KY894808.1|","Uncultured bacterium clone 2007WL_16S_OTU_4519 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"321","ASV436","gi|2503831689|ref|XM_056064960.1|","PREDICTED: Eupeodes corollae myosin heavy chain, non-muscle (LOC129952400), transcript variant X4, mRNA",7.74e-177,634,96.597,100,100,"290404","Eukaryota","Arthropoda","Insecta","Diptera","Syrphidae","Eupeodes","Eupeodes corollae"
"322","ASV437","gi|1149126479|gb|KY648875.1|","Uncultured bacterium clone U0458 16S ribosomal RNA gene, partial sequence",5.26e-122,451,98.814,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"323","ASV438","gi|1848643061|gb|CP054003.1|","Bacteroides fragilis strain FDAARGOS_763 chromosome, complete genome",2.43e-125,462,99.605,100,100,"817","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis"
"324","ASV439","gi|332649226|gb|JF814636.1|","Uncultured Rhizobiales bacterium clone HL06B03c94 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"208549","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,"uncultured Hyphomicrobiales bacterium"
"325","ASV44","gi|1050244000|gb|KU571831.1|","Uncultured bacterium clone denovo101267 16S ribosomal RNA gene, partial sequence",2.43e-125,462,99.605,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"326","ASV440","gi|2817865867|gb|PQ454803.1|","Chryseobacterium hagamense strain ZK5 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"395935","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium hagamense"
"327","ASV444","gi|1858900726|gb|MT634251.1|","Pseudomonas fulva strain K3 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"47880","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas fulva"
"328","ASV445","gi|1778011192|emb|LR738855.1|","Corynebacterium diphtheriae isolate FRC0190 genome assembly, chromosome: 1",1.46e-127,470,100,100,100,"2719119","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium rouxii"
"329","ASV446","gi|1569967806|gb|MK506564.1|","Bacterium strain D45P 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1869227","Bacteria",NA,NA,NA,NA,NA,"bacterium"
"330","ASV447","gi|1173238191|gb|KY878318.1|","Uncultured bacterium clone denovo30763 16S ribosomal RNA gene, partial sequence",2.43e-125,462,99.605,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"331","ASV448","gi|395474838|gb|JQ076314.1|","Uncultured bacterium clone G4TICC404IGRUA 16S ribosomal RNA gene, partial sequence",1.58e-82,320,90.244,95,95,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"332","ASV450","gi|874545817|gb|KP919752.1|","Uncultured bacterium clone OTU134534_AL227_111683 16S ribosomal RNA gene, partial sequence",2.45e-120,446,98.419,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"333","ASV451","gi|1851967025|gb|MT590312.1|","Wolbachia endosymbiont of Aedes albopictus clone WCAAL1 16S ribosomal RNA gene, partial sequence",1.13e-123,457,99.209,100,100,"167957","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia","Wolbachia endosymbiont of Aedes albopictus"
"334","ASV452","gi|1336503908|gb|MG858002.1|","Uncultured bacterium clone OTU153_Y_1_A_1141849 16S ribosomal RNA gene, partial sequence",1.13e-123,457,99.209,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"335","ASV453","gi|1784143487|gb|MN826577.1|","Acinetobacter johnsonii strain cqsV8 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"40214","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter johnsonii"
"336","ASV454","gi|1812592008|gb|MT110912.1|","Uncultured bacterium clone TSCW_OTU_243 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"337","ASV455","gi|1190751202|gb|MF082717.1|","Uncultured bacterium clone 3338 16S ribosomal RNA gene, partial sequence",1.13e-123,457,99.209,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"338","ASV457","gi|1388707727|gb|KY893871.1|","Uncultured bacterium clone 2007WL_16S_OTU_3574 16S ribosomal RNA gene, partial sequence",2.43e-125,462,99.605,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"339","ASV458","gi|1771874329|emb|LR649380.1|","uncultured bacterium partial 16S rRNA gene",2.43e-125,462,99.605,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"340","ASV459","gi|1032600566|gb|KX094475.1|","Pectobacterium carotovorum strain Cp6 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"554","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Pectobacterium","Pectobacterium carotovorum"
"341","ASV46","gi|1189449171|gb|MF047865.1|","Uncultured bacterium clone A1283 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"342","ASV460","gi|939600221|gb|KR853144.1|","Uncultured bacterium clone OTU_21860 16S ribosomal RNA gene, partial sequence",5.26e-122,451,98.814,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"343","ASV463","gi|1189448826|gb|MF047520.1|","Uncultured bacterium clone A938 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"344","ASV464","gi|1511239666|gb|MK143135.1|","Marmoricola sp. strain 120A-11 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1909296","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Marmoricola","Marmoricola sp."
"345","ASV465","gi|1411267480|gb|MH549517.1|","Uncultured Corynebacterium sp. clone OTU85 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"159447","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Corynebacteriaceae","Corynebacterium","uncultured Corynebacterium sp."
"346","ASV466","gi|198386194|gb|EU141881.1|","Uncultured bacterium clone 95 16S ribosomal RNA gene, partial sequence",5.26e-122,451,98.814,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"347","ASV467","gi|1496539403|gb|MH525413.1|","Uncultured bacterium clone OTU_1765 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"348","ASV468","gi|1841183609|gb|MN661341.1|","Cladosporium cladosporioides strain YFCC 8621 mitochondrion, complete genome",4.41e-128,472,98.502,98,98,"29917","Eukaryota","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium","Cladosporium cladosporioides"
"349","ASV469","gi|1008323277|gb|KU153021.1|","Uncultured bacterium clone 14.2G_22329 16S ribosomal RNA gene, partial sequence",2.43e-125,462,99.605,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"350","ASV47","gi|1693834737|gb|MN099438.1|","Uncultured Asaia sp. clone TF.6-8 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"287950","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Asaia","uncultured Asaia sp."
"351","ASV471","gi|1279511657|gb|MG559379.1|","Uncultured bacterium clone OTU_1029 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"352","ASV472","gi|1800440836|dbj|LC519858.1|","Lactobacillus floricola JCM 16512 gene for 16S rRNA, partial sequence",5.26e-122,451,98.814,100,100,"679249","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Holzapfeliella","Holzapfeliella floricola"
"353","ASV473","gi|1859608985|gb|MT640297.1|","Uncultured bacterium clone S2P 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"354","ASV474","gi|1545107524|gb|MK342493.1|","Methylobacterium sp. strain SyP6R 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"409","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylobacterium","Methylobacterium sp."
"355","ASV475","gi|2250222337|gb|ON713313.1|","Perichaena vermicularis voucher MA88424 small subunit ribosomal RNA gene, partial sequence; mitochondrial",5.46e-102,385,98.618,85,85,"2715190","Eukaryota","Evosea","Eumycetozoa","Trichiida","Trichiidae","Perichaena","Perichaena vermicularis"
"356","ASV476","gi|1534883016|gb|MH780080.1|","Cuscuta japonica chloroplast, complete genome",2.48e-110,412,96.047,100,100,"81913","Eukaryota","Streptophyta","Magnoliopsida","Solanales","Convolvulaceae","Cuscuta","Cuscuta japonica"
"357","ASV477","gi|1215188317|dbj|LC292326.1|","Uncultured prokaryote gene for urease, partial sequence, 16S_OTU:4849",1.13e-123,457,99.209,100,100,"198431",NA,NA,NA,NA,NA,NA,"uncultured prokaryote"
"358","ASV479","gi|1173237691|gb|KY877818.1|","Uncultured bacterium clone denovo28292 16S ribosomal RNA gene, partial sequence",1.14e-118,440,98.024,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"359","ASV48","gi|1474769993|gb|MH445149.1|","Uncultured bacterium clone JSP_230 16S ribosomal RNA gene, and 16S-23S ribosomal RNA intergenic spacer gene, region",1.13e-123,457,99.209,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"360","ASV480","gi|332648442|gb|JF813852.1|","Uncultured Rhizobiales bacterium clone CL02A02c96 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"208549","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,"uncultured Hyphomicrobiales bacterium"
"361","ASV481","gi|1805667078|gb|MT023389.1|","Corynebacterium mucifaciens strain XM12 16S ribosomal RNA gene, partial sequence",1.46e-127,470,100,100,100,"57171","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium mucifaciens"
"362","ASV482","gi|1733045109|gb|MN396448.1|","Methylobacterium sp. strain DB0501 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"409","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylobacterium","Methylobacterium sp."
"363","ASV483","gi|1812591922|gb|MT110826.1|","Uncultured bacterium clone TSCW_OTU_150 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"364","ASV485","gi|1861039477|dbj|LC546394.1|","Sphingomonas sp. BA-111 gene for 16S ribosomal RNA, partial sequence",5.23e-127,468,100,100,100,"28214","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp."
"365","ASV486","gi|1833253129|gb|MT360225.1|","Patulibacter sp. strain YMA_12 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1912859","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Patulibacteraceae","Patulibacter","Patulibacter sp."
"366","ASV487","gi|1851781587|gb|MT586008.1|","Flavobacterium sp. strain 2750 16S ribosomal RNA gene, partial sequence",1.13e-123,457,99.209,100,100,"239","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp."
"367","ASV488","gi|1002659995|gb|KU227937.1|","Uncultured bacterium clone OTU_7303 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"368","ASV489","gi|1812591977|gb|MT110881.1|","Uncultured bacterium clone TSCW_OTU_208 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"369","ASV490","gi|1823683400|gb|MT232257.1|","Sodalis endosymbiont of Porphyrophora polonica clone PP21 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"2719900","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Bruguierivoracaceae","Sodalis","Sodalis endosymbiont of Porphyrophora polonica"
"370","ASV491","gi|1773989802|gb|MN655133.1|","Uncultured Hyphomicrobiales bacterium clone OTU481 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"208549","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,"uncultured Hyphomicrobiales bacterium"
"371","ASV493","gi|1336505092|gb|MG859186.1|","Uncultured bacterium clone OTU1401_Y_1_A_1146269 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"372","ASV494","gi|451617381|gb|KC435498.1|","Uncultured Sulfurovum sp. clone BF09-06_UOC3 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"269237","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurovaceae","Sulfurovum","uncultured Sulfurovum sp."
"373","ASV495","gi|1861039724|dbj|LC546551.1|","Rhizobiales bacterium LE-175 gene for 16S ribosomal RNA, partial sequence",2.45e-120,446,98.419,100,100,"1909294","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,"Hyphomicrobiales bacterium"
"374","ASV496","gi|1173234095|gb|KY874222.1|","Uncultured bacterium clone denovo10796 16S ribosomal RNA gene, partial sequence",5.3e-117,435,97.628,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"375","ASV497","gi|1406927428|emb|LT840789.1|","Uncultured bacterium partial 16S rRNA gene, clone 789s_G06",2.47e-115,429,97.233,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"376","ASV498","gi|1336430145|gb|MG852647.1|","Uncultured prokaryote clone Otu00486 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"198431",NA,NA,NA,NA,NA,NA,"uncultured prokaryote"
"377","ASV499","gi|1824633729|gb|MN602834.1|","Helianthus annuus isolate Var33 chloroplast, complete genome",6.95e-106,398,95.219,99,99,"4232","Eukaryota","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Helianthus","Helianthus annuus"
"378","ASV5","gi|2706543112|emb|OZ026533.1|","Alphaproteobacteria bacterium endosymbiont of Pipizella viduata isolate e6689bee-e4fc-4eb7-97e8-416618babde4 genome assembly, chromosome: 1",1.14e-118,440,98.024,100,100,"3077943","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,"Alphaproteobacteria bacterium endosymbiont of Pipizella viduata"
